epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
80,1041.84,0.79002,0.43305,0.85801,0.97302,0.95314,0.98483,0.80164,0.6874,0.6261,0.74798,0.00147597,0.00147597,0.00147597
81,1054.33,0.79718,0.44689,0.8548,0.96679,0.96495,0.98483,0.80276,0.68146,0.57266,0.7419,0.00146933,0.00146933,0.00146933
82,1066.87,0.78592,0.44262,0.85548,0.97229,0.96231,0.98806,0.7839,0.71309,0.89855,0.7472,0.0014627,0.0014627,0.0014627
83,1079.54,0.79989,0.43979,0.85756,0.9724,0.95543,0.98602,0.79769,0.69156,2.34803,0.74624,0.00145607,0.00145607,0.00145607
84,1092.32,0.81321,0.45591,0.8563,0.98347,0.95199,0.98664,0.80012,0.69602,0.38602,0.74216,0.00144943,0.00144943,0.00144943
85,1104.99,0.79873,0.43289,0.85459,0.9711,0.96023,0.98717,0.78588,0.7221,0.98514,0.75035,0.0014428,0.0014428,0.0014428
86,1117.83,0.7855,0.42858,0.85451,0.97766,0.95021,0.98838,0.81071,0.67661,1.14751,0.75034,0.00143617,0.00143617,0.00143617
87,1130.43,0.80113,0.43267,0.8594,0.97305,0.96343,0.98901,0.80259,0.70059,1.11322,0.74624,0.00142953,0.00142953,0.00142953
88,1142.97,0.79995,0.44159,0.85494,0.97341,0.95543,0.98587,0.80047,0.68091,0.88105,0.74615,0.0014229,0.0014229,0.0014229
89,1155.65,0.79585,0.43836,0.85219,0.95928,0.96934,0.98433,0.80413,0.65736,0.69697,0.74043,0.00141627,0.00141627,0.00141627
90,1168.37,0.79881,0.43029,0.85735,0.97876,0.94807,0.98809,0.80289,0.67403,0.46856,0.74051,0.00140963,0.00140963,0.00140963
91,1181.28,0.79417,0.43559,0.85677,0.97775,0.95657,0.98908,0.81143,0.66254,0.4883,0.73963,0.001403,0.001403,0.001403
92,1193.91,0.7882,0.43489,0.85413,0.97104,0.95815,0.98634,0.80694,0.67511,0.38356,0.74075,0.00139637,0.00139637,0.00139637
93,1206.73,0.77145,0.43054,0.8519,0.9771,0.95657,0.988,0.80686,0.66768,1.33834,0.73794,0.00138973,0.00138973,0.00138973
94,1219.57,0.77488,0.42285,0.84948,0.97112,0.95771,0.9881,0.81256,0.6732,0.72381,0.74254,0.0013831,0.0013831,0.0013831
95,1232.32,0.77862,0.42403,0.85138,0.97707,0.95886,0.98789,0.81371,0.66916,1.13476,0.74012,0.00137647,0.00137647,0.00137647
96,1244.92,0.77289,0.42856,0.85177,0.97244,0.96,0.98952,0.80078,0.69804,0.97267,0.74436,0.00136983,0.00136983,0.00136983
97,1257.57,0.77086,0.42797,0.85316,0.97576,0.96611,0.98949,0.80502,0.67701,1.01466,0.74595,0.0013632,0.0013632,0.0013632
98,1270.52,0.77316,0.42492,0.85229,0.97658,0.95771,0.98734,0.80543,0.68881,0.61397,0.74955,0.00135657,0.00135657,0.00135657
99,1283.23,0.76682,0.42289,0.85179,0.97213,0.96457,0.9856,0.8048,0.67872,0.82099,0.74353,0.00134993,0.00134993,0.00134993
100,1295.98,0.77822,0.42602,0.85225,0.97223,0.96039,0.98659,0.81103,0.66841,0.39968,0.74242,0.0013433,0.0013433,0.0013433
101,1308.62,0.77833,0.42908,0.85212,0.97036,0.96229,0.98925,0.81094,0.66521,0.90148,0.73796,0.00133667,0.00133667,0.00133667
102,1321.31,0.77773,0.42903,0.85498,0.9737,0.95429,0.9879,0.81314,0.66328,1.45293,0.73993,0.00133003,0.00133003,0.00133003
103,1333.98,0.76732,0.4118,0.84693,0.97547,0.95455,0.98691,0.81266,0.66763,0.5489,0.74359,0.0013234,0.0013234,0.0013234
104,1346.8,0.77238,0.42585,0.84965,0.98006,0.95507,0.98775,0.81758,0.65868,0.35818,0.73845,0.00131677,0.00131677,0.00131677
105,1359.48,0.7536,0.41371,0.84381,0.97554,0.95733,0.98765,0.81458,0.65266,0.44539,0.73612,0.00131013,0.00131013,0.00131013
106,1371.87,0.76452,0.40837,0.84671,0.97012,0.9648,0.98869,0.81012,0.67177,1.03747,0.74369,0.0013035,0.0013035,0.0013035
107,1384.33,0.78234,0.42082,0.85297,0.97568,0.96279,0.98777,0.81816,0.64595,0.95907,0.73844,0.00129687,0.00129687,0.00129687
